Table S1: Unique studies reported in EWAS Atlas 
Stage,Platform,Sample size,Male(%),Age(min),Age(max),Age(mean),Age(sd),Tissue,Cohort name,Full name,Description,Ancestry,Tissue
Initial,450K,629,0.52,0,0,0,0,blood spot,MINERvA,,ASD,European,blood spot
Initial,450K,63,0,null,null,8.9,0.2,leukocyte,,,,South Asian,leukocyte
Initial,450K,63,1,null,null,42.8,14.1,whole blood,NTR,Netherlands Twin Register,8 cases and 55 controls,Not reported,whole blood
Initial,450K,631,1,null,null,74.6,6.8,whole blood,NAS,Normative Aging Study,,European,whole blood
Initial,450K,632,0.49,7.5,7.5,7.5,0,whole blood,ALSPAC,Avon Longitudinal Study of Parents and Children,Controls,Not reported,whole blood
Initial,450K,633,0.48,0,0,0,0,whole blood,ALSPAC,,,European,whole blood
Initial,450K,633,1,null,null,72,null,whole blood,NAS,Normative Aging Study,,Not reported,whole blood
Initial,450K,634,0.5,0,0,0,0,blood spot,MINERvA,,Controls,European,blood spot
Initial,450K,635,0,null,null,58.8,9.3,adipose tissue,MuTHER,Multiple Tissue Human Expression Resource,Adipose tissue samples,European,adipose tissue
Initial,450K,637,null,0,0,0,0,cord blood,ALSPAC,Avon Longitudinal Study of Parents and Children,,Not reported,cord blood
Initial,450K,639,null,0,0,0,0,cord blood,MoBa2,Norwegian Mother and Child Cohort Study,,Not reported,cord blood
Initial,450K,64,0,null,null,28.9,4.8,cord blood,TMICS,Taiwan Maternal and Infant Cohort Study,,East Asian,cord blood
Initial,450K,64,0.27,null,null,44.6,13.1,whole blood,,,Former smokers,African American or Afro-Caribbean,whole blood
Initial,450K,64,0.64,35,86,65,null,whole blood,PEG1,Parkinson’s Environment and Genes study,46 PD,Hispanic or Latin American,whole blood
Initial,450K,64,0.73,41,95,75.8,12.9,intima tissue,,,atheromatous plaque lesions,East Asian,intima tissue
Initial,450K,64,0.73,41,95,75.8,12.9,intima tissue,,,plaque‑free intima,East Asian,intima tissue
Initial,450K,64,0.75,38,89,65.5,10.9,colorectal mucosa,,,Former smokers,Not reported,colorectal mucosa
Initial,450K,64,1,null,null,48.3,4.3,peripheral blood,SABRE,Southall And Brent REvisited,Never smokers,South Asian,peripheral blood
Initial,450K,64,null,0,0,0,0,cord blood,,Colorado Healthy Start cohort,gestational diabetes-unexposed,Not reported,cord blood
Initial,450K,64,null,9,83,null,null,whole blood,,,mother– offspring,Not reported,whole blood
Initial,450K,640,0.56,null,null,70,9,CD14+ monocyte,,,Former smokers,African American or Afro-Caribbean;European;Hispanic or Latin American,CD14+ monocyte
Initial,450K,641,0.49,null,null,63.2,11.7,whole blood,REGICOR,,,Not reported,whole blood
Initial,450K,645,0.42,null,null,39.5,null,whole blood,,,Controls,African American or Afro-Caribbean;European,whole blood
Initial,450K,645,0.49,null,null,63.2,11.7,whole blood,REGICOR,,,European,whole blood
Initial,450K,646,1,null,null,73.7,6.8,whole blood,NAS,Normative Aging Study,97% Caucasians,European;Not reported,whole blood
Initial,450K,647,null,null,null,30,4.5,cord blood,MoBa2,,,European,cord blood
Initial,450K,647,null,null,null,30,4.5,cord blood ,MoBa2,,,European,cord blood 
Initial,450K,65,0,0,0,0,0,cord blood,,,,South Asian,cord blood
Initial,450K,65,0,null,null,51.8,8.4,whole blood,,The Generations Study,,Not reported,whole blood
Initial,450K,65,0,null,null,null,null,cord blood,,,,Not reported,cord blood
Initial,450K,65,0.49,null,null,65,8.4,lung,TCGA, The Cancer Genome Atlas,normal,Not reported,lung
Initial,450K,65,1,null,null,48.5,4.6,peripheral blood,SABRE,Southall And Brent REvisited,Never smokers,European,peripheral blood
Initial,450K,653,0.48,null,null,48,16.2,CD4+ T cell,GOLDN,Genetics of Lipid Lowering Drugs and Diet Network,,European,CD4+ T cell
Initial,450K,656,0.48,19,100,65,null,whole blood,,,,Not reported,whole blood
Initial,450K,656,0.48,19,101,null,null,whole blood,,,426 Caucasian and 230 Hispanic individuals,European;Hispanic or Latin American,whole blood
Initial,450K,656,1,19,101,null,null,whole blood,,,control,European,whole blood
Initial,450K,657,1,null,null,72.44,6.9,whole blood,NAS baseline,Normative Aging Study,NAS baseline,Not reported,whole blood
Initial,450K,658,0.57,22,79,46,null,whole blood,,,,Not reported,whole blood
Initial,450K,658,0.57,22,79,46,null,whole blood,,,Current- smokers,Not reported,whole blood
Initial,450K,66,0,29,75,54.1,9.1,whole blood,,,monozygotic female twin pairs,European,whole blood
Initial,450K,66,0.394,null,null,85.5,8,prefrontal cortex,,,Braak V-VI,Not reported,prefrontal cortex
Initial,450K,66,0.47,null,null,66,9.2,lung,TCGA, The Cancer Genome Atlas,tumor,Not reported,lung
Initial,450K,66,0.5,null,null,15.5,1.4,buffy coat,SYS,Saguenay Youth Study,Exposed,European,buffy coat
Initial,450K,66,0.5,null,null,15.6,1.5,buffy coat,SYS,Saguenay Youth Study,Nonexposed,European,buffy coat
Initial,450K,66,0.53,null,null,72.7,5.2,whole blood,,,Former smokers,African American or Afro-Caribbean,whole blood
Initial,450K,661,0.52,0,0,0,0,cord blood,Generation R,,,European,cord blood
Initial,450K,663,0.47,null,null,48.6,16.4,CD4+ T cell,GOLDN,Genetics of Lipid Lowering Drugs and Diet Network,,European,CD4+ T cell
Initial,450K,666,0.52,0,0,0,0,cord blood,MoBa1,,,European,cord blood
Initial,450K,666,null,0,0,0,0,cord blood,MoBa2,Norwegian Mother and Child Cohort Study,,Not reported,cord blood
Initial,450K,668,0.48,null,null,59.1,6.6,leukocyte,LLS,,,Not reported,leukocyte
Initial,450K,668,0.52,0,0,0,0,placenta,EDEN,,,European,placenta
Initial,450K,669,null,null,null,null,null,breast,TCGA,The Cancer Genome Atlas,,Not reported,breast
Initial,450K,67,1,null,null,36.3,9.71,leukocyte,,,male controls,Not reported,leukocyte
Initial,450K,67,null,null,null,36.4,10,leukocyte,,,KS patients,Not reported,leukocyte
Initial,450K,671,0.43,52,80,67.2,6.1,whole blood,RS-BIOS,Rotterdam study-Biobank-based Integrative Omics Studies,,European,whole blood
Initial,450K,671,0.49,0,0,0,0,cord blood,ALSPAC,Avon Longitudinal Study of Parents and Children,,European,cord blood
Initial,450K,671,null,0,0,0,0,cord blood,MoBa2,Norwegian Mother and Child Cohort Study,,European,cord blood
Initial,450K,674,null,null,null,72.5,6.8,buffy coat,NAS,The Normative Aging Study,,European,buffy coat
Initial,450K,678,0,18,80,46,null,whole blood,,,,Not reported,whole blood
Initial,450K,68,0.5,null,null,70.5,5.9,whole blood,MCC-Sp,,THM <= 85 μg/L,Not reported,whole blood
Initial,450K,680,0,null,null,40.6,12.1,whole blood,NTR,Netherlands Twin Register,74 cases and 606 controls,Not reported,whole blood
Initial,450K,681,1,null,null,null,null,peripheral blood mononuclear cell,VACS,Veterans Aging Cohort Study,,Not reported,peripheral blood mononuclear cell
Initial,450K,688,0.49,0,0,0,0,cord blood,ALSPAC,,,European,cord blood
Initial,450K,689,0.45,null,null,59.5,8,whole blood,RS-III,Rotterdam Study,,European,whole blood
Initial,450K,689,0.62,null,null,37.7,null,whole blood,,,Cases,African American or Afro-Caribbean;European,whole blood
Initial,450K,69,0.449,null,null,31.1,4.43,adipose tissue,,Finnish Twin Cohort,,Not reported,adipose tissue
Initial,450K,69,0.59,null,null,64,null,whole blood,ESTHER,,"Diabetic, poorly controlled",Not reported,whole blood
Initial,450K,69,0.7,null,null,44.7,12.3,leukocyte,,,non-suicide attempters,European,leukocyte
Initial,450K,69,null,0,0,0,0,cord blood,GECKO,Groningen Expert Center for Kids with Obesity,,Not reported,cord blood
Initial,450K,690,null,null,null,58.4,9.3,whole blood,TwinsUK,,twins,European,whole blood
Initial,450K,691,0.31,null,null,34,12.1,whole blood,NTR,,,European,whole blood
Initial,450K,691,null,7,7,7,0,leukocyte,ALSPAC,Avon Longitudinal Study of Parents and Children,,Not reported,leukocyte
Initial,450K,692,0.32,null,null,34,12.1,whole blood,BIOS,Biobank-based Integrative Omics Study,,Not reported,whole blood
Initial,450K,698,0.47,14,94,50.4,null,whole blood,NSPHS,Northern Sweden population Health Study,,Not reported,whole blood
Initial,450K,7,0.71,32,72,null,null,synovial fibroblast,BEACON,Birmingham early arthritis cohort,patients with resolving arthritis,Not reported,synovial fibroblast
Initial,450K,7,1,36,54,40.6,6.3,sperm,,,Patient,Not reported,sperm
Initial,450K,7,1,36.2,59.1,42.7,7.8,liver,,,Non-Obese Controls,European,liver
Initial,450K,7,1,36.4,59.8,45.8,7.6,liver,,,Obese Non-Diabetic,European,liver
Initial,450K,7,1,59,84,71.4,9.3,bladder,,,not recurred,Not reported,bladder
Initial,450K,7,1,null,null,21.2,14.3,peripheral blood,,,Claes-Jensen syndrome,Not reported,peripheral blood
Initial,450K,7,null,null,null,11.5,11.3,whole blood,,,NCBRS subjects,Not reported,whole blood
Initial,450K,7,null,null,null,null,null,NR,,,elderly onset,Not reported,NR
Initial,450K,70,0,null,null,50,1.5,peripheral blood mononuclear cell,,,myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS),European,peripheral blood mononuclear cell
Initial,450K,70,0,null,null,51.2,5,whole blood,Sister Study,National Institute of Environmental Health Sciences (NIEHS) Sister Study,Former smoker,European,whole blood
Initial,450K,70,0.59,null,null,70.1,5.6,whole blood,MCC-Sp,,THM > 85 μg/L,Not reported,whole blood
Initial,450K,70,0.74,null,null,64,9,tissue from bronchial washings,,,Cases,Not reported,tissue from bronchial washings
Initial,450K,70,1,1,16,3.1,null,peripheral blood mononuclear cell,,,,Not reported,peripheral blood mononuclear cell
Initial,450K,700,0.45,null,null,59.8,8,leukocyte,RS,Rotterdam Study,,European,leukocyte
Initial,450K,702,null,7,7,7,0,leukocyte,ALSPAC,Avon Longitudinal Study of Parents and Children,,Not reported,leukocyte
Initial,450K,703,0.45,null,null,47,17,CD4+ T cell,,,Never smokers,European,CD4+ T cell
Initial,450K,703,null,7,7,7,0,leukocyte,ALSPAC,Avon Longitudinal Study of Parents and Children,,Not reported,leukocyte
Initial,450K,704,0.42,null,null,47.3,12.5,leukocyte,LLD,,,Not reported,leukocyte
Initial,450K,706,0.37,null,null,88,6.7,dorsolateral prefrontal cortex,,,,Not reported,dorsolateral prefrontal cortex
Initial,450K,710,null,7,7,7,0,leukocyte,ALSPAC,Avon Longitudinal Study of Parents and Children,,Not reported,leukocyte
Initial,450K,713,null,0,0,0,0,cord blood,Generation R,,,European,cord blood
Initial,450K,715,0,34,60,47.5,4.3,whole blood,ALSPAC,,,European,whole blood
Initial,450K,717,0.52,0,0,0,0,whole blood,Generation R,,,European,whole blood
Initial,450K,719,null,7,7,7,0,leukocyte,ALSPAC,Avon Longitudinal Study of Parents and Children,,Not reported,leukocyte
Initial,450K,72,0,null,null,36.3,17.2,whole blood,,,,Greater Middle Eastern,whole blood
Initial,450K,720,0.5,null,null,56.2,5.8,buffy coat,,,Current smokers,African American or Afro-Caribbean,buffy coat
Initial,450K,722,0.42,null,null,67.6,6,whole blood,RS-II-3/ RS-III-2,,,European,whole blood
Initial,450K,722,0.46,null,null,59.8,8.1,whole blood,RS-III,,,European,whole blood
Initial,450K,723,0.42,null,null,67.6,6,whole blood,BIOS,Biobank-based Integrative Omics Study,,Not reported,whole blood
Initial,450K,723,null,0,0,0,0,cord blood,,Generation R Study,,Not reported,cord blood
Initial,450K,725,0.46,null,null,59.9,8.2,leukocyte,,,,Not reported,leukocyte
Initial,450K,727,null,null,null,59.7,8.2,whole blood,RS-III,Rotterdam Study,,European,whole blood
Initial,450K,728,0.42,null,null,67.5,5.9,whole blood,RS-Bios,Rotterdam Bios,,European,whole blood
Initial,450K,728,0.46,46,89,59.9,8.2,whole blood,RS3,Rotterdam Study,,European,whole blood
Initial,450K,728,0.47,14,94,50.4,null,leukocyte,NSPHS,,,Not reported,leukocyte
Initial,450K,729,0.46,null,null,59.9,8.2,whole blood,RS-III-I,,,European,whole blood
Initial,450K,73,0.25,null,null,51.7,13.9,CD19+ B cell,,,Controls,Not reported,CD19+ B cell
Initial,450K,73,0.49,null,null,44,13,CD4+ T cell,,,Current smokers,European,CD4+ T cell
Initial,450K,731,0.46,46.4,89.3,59.6,null,whole blood,RS,,,European,whole blood
Initial,450K,733,0,35,60,47.4,4.5,whole blood,ALSPAC,Avon Longitudinal Study of Parents and Children,,European,whole blood
Initial,450K,733,0.54,4,5,null,null,whole blood,MeDALL,Mechanisms of the Development of ALLergy,,European;Hispanic or Latin American,whole blood
Initial,450K,739,0.48,null,null,59,6.7,whole blood,LLS,,,European,whole blood
Initial,450K,74,0.3,null,null,39.1,12.9,airway epithelial cell,,,Asthma,Not reported,airway epithelial cell
Initial,450K,74,0.47,26.4,45.5,32.8,null,leukocyte,,,Symptomatic controls,Not reported,leukocyte
Initial,450K,74,0.54,9.8,14.3,12.6,null,whole blood,RISK,Risk Stratification and Identification of Immunogenetic and Microbial Markers of Rapid Disease Progression in Children with Crohn’s Disease cohort,Controls without IBD,Not reported,whole blood
Initial,450K,74,0.64,null,null,69,13.6,whole blood,,,stable coronary artery disease,Not reported,whole blood
Initial,450K,742,0.49,7.5,7.5,7.5,0,whole blood,ALSPAC,Avon Longitudinal Study of Parents and Children,Controls,Not reported,whole blood
Initial,450K,744,0.42,null,null,45.6,13.3,whole blood,LLD,,,European,whole blood
Initial,450K,748,0.42,null,null,45.6,13.3,whole blood,BIOS,Biobank-based Integrative Omics Study,,Not reported,whole blood
Initial,450K,749,0.35,31,81,62.1,null,whole blood,KORA F4,Kooperative Gesundheitsforschung in der Region Augsburg,Never smokers,Not reported,whole blood
Initial,450K,749,0.68,null,null,49.9,9.8,whole blood,LOLIPOP,The London Life Sciences Prospective Population Study,Controls,Asian unspecified,whole blood
Initial,450K,75,0.52,0,0,0,0,cord blood,Rhea,,,European,cord blood
Initial,450K,75,1,21.6,71.2,41.6,12.8,whole blood,,,,European,whole blood
Initial,450K,750,0.5,null,null,48.9,16,buffy coat,GOLDN,Genetics of Lipid Lowering Drugs and Diet Network Study,After 3 weeks,European,buffy coat
Initial,450K,750,0.5,null,null,48.9,16,buffy coat,GOLDN,Genetics of Lipid Lowering Drugs and Diet Network Study,Baseline,European,buffy coat
Initial,450K,751,0.42,18,81,45.5,13.3,whole blood,LLD,LifeLines-DEEP,,European,whole blood
Initial,450K,753,0.35,null,null,62.1,8.9,whole blood,,,Never smokers,European,whole blood
Initial,450K,754,0,0,0,0,0,whole blood,ALSPAC,Avon Longitudinal Study of Parents and Children,,Not reported,whole blood
Initial,450K,757,0.58,null,null,67.6,5.9,whole blood,RS-BIOS,,,European,whole blood
Initial,450K,76,0.37,null,null,37,7.5,whole blood,,,Controls,European,whole blood
Initial,450K,76,0.41,null,null,5.5,4,whole blood,,Chicago Food Allergy Study,Normal controls,European,whole blood
Initial,450K,76,0.58,null,null,75.6,5.1,whole blood,,,Former smokers,European,whole blood
Initial,450K,76,0.61,42,84,62.16,10.17,whole blood,,,,African American or Afro-Caribbean,whole blood
Initial,450K,76,0.78,null,null,59,10,bronchi,,,Bronchial washing Lung cancer,Not reported,bronchi
Initial,450K,765,0,null,null,null,null,tumor tissue,,,breast cancer,Not reported,tumor tissue
Initial,450K,767,null,null,null,null,null,breast,,,,African unspecified;European,breast
Initial,450K,77,0,null,null,42,12.5,whole blood,NTR,Netherlands Twin Register,7 cases and 70 controls,Not reported,whole blood
Initial,450K,77,0,null,null,56,4.6,whole blood,NOWAC,,Former smokers,European,whole blood
Initial,450K,77,0.47,0,0,0,0,cord blood,,,Stopped smokers afer confrming pregnancy,East Asian,cord blood
Initial,450K,77,0.47,null,null,47.4,20.9,whole blood,NSPHS,Northern Sweden population Health Study,Myocardial infarction,European,whole blood
Initial,450K,77,0.51,null,null,58.7,79,buffy coat,,,Current smokers,African American or Afro-Caribbean,buffy coat
Initial,450K,77,0.55,0,0,0,0,whole blood,Healthy Start,,,African American or Afro-Caribbean,whole blood
Initial,450K,77,0.74,0,0,0,0,cord blood,MoBa,Norwegian Mother and Child Cohort Study,sporadically exposed with attention-deficit/hyperactivity disorder,European,cord blood
Initial,450K,774,null,7,7,7,0,leukocyte,ALSPAC,Avon Longitudinal Study of Parents and Children,,Not reported,leukocyte
Initial,450K,775,0,18.7,83.1,58,10.3,whole blood,TUK,,,European,whole blood
Initial,450K,775,null,0,0,0,0,cord blood,ALSPAC,Avon Longitudinal Study of Parents and Children,,Not reported,cord blood
Initial,450K,78,1,null,null,31.2,0.6,sperm,,,non-smokers,Not reported,sperm
Initial,450K,78,1,null,null,32.4,0.9,sperm,,,smokers,Not reported,sperm
Initial,450K,780,0,null,null,47.14,4.61,buccal cell,ALSPAC,Avon Longitudinal Study of Parents and Children,,Not reported,buccal cell
Initial,450K,780,45,0,0,0,0,cord blood,ALSPAC,,,European,cord blood
Initial,450K,782,0.6,35,81,61,null,whole blood,KORA F4,Kooperative Gesundheitsforschung in der Region Augsburg,Former smokers,Not reported,whole blood
Initial,450K,782,0.61,null,null,61.1,9,whole blood,,,Former smokers,European,whole blood
Initial,450K,785,0.48,null,null,58.4,7.5,whole blood,BIOS,Biobank-based Integrative Omics Study,,Not reported,whole blood
Initial,450K,788,null,null,null,29.7,4.4,cord blood,ALSPAC,,,European,cord blood
Initial,450K,788,null,null,null,29.7,4.4,cord blood ,ALSPAC,,,European,cord blood 
Initial,450K,79,0.14,null,null,54.2,12.2,whole blood,TwinsUK,,Non-RA,European,whole blood
Initial,450K,79,0.14,null,null,54.2,12.2,whole blood,TwinsUK,,RA,European,whole blood
Initial,450K,792,0.57,0,0,0,0,whole blood,NCL,,,European,whole blood
Initial,450K,792,null,0,0,0,0,cord blood,ALSPAC,Avon Longitudinal Study of Parents and Children,,Not reported,cord blood
Initial,450K,8,0,22,54,42.5,13,whole blood,,,,European,whole blood
Initial,450K,8,0,25,37,34.4,3.9,cord blood,,,GDM,East Asian,cord blood
Initial,450K,8,0,25,37,34.4,3.9,whole blood,,,GDM,East Asian,whole blood
Initial,450K,8,0,27,38,33.3,3.2,cord blood,,,Non-GDM,East Asian,cord blood
Initial,450K,8,0,27,38,33.3,3.2,whole blood,,,Non-GDM,East Asian,whole blood
